@RELATION relations

@ATTRIBUTE URLinText                                      NUMERIC
@ATTRIBUTE subInText                                      NUMERIC
@ATTRIBUTE objInText                                      NUMERIC
@ATTRIBUTE numberOfTheSentenceInSnippetWhereSubIsPresent  NUMERIC
@ATTRIBUTE numberOfTheSentenceInSnippetWhereObjIsPresent  NUMERIC
@ATTRIBUTE numberOfSentences                              NUMERIC
@ATTRIBUTE subjInRelation                                 NUMERIC
@ATTRIBUTE checkSnippetSentencesForAGivenWindow           NUMERIC
@ATTRIBUTE ShortestPath                                   NUMERIC
@ATTRIBUTE class                                         {True,False}

@DATA
0,1,1,1,1,3,0,1,4,False
0,0,1,-1,0,3,0,0,-1,False
0,1,1,0,0,1,0,1,5,False
0,1,1,2,3,5,0,1,4,False
1,1,1,4,4,5,0,1,3,False
1,1,0,9,-1,10,0,1,-1,False
0,1,1,2,2,3,0,1,3,False
1,1,1,1,1,2,0,1,3,False
0,1,1,6,5,9,0,1,3,False
0,1,1,0,1,3,0,1,3,False
1,1,1,0,4,7,0,1,5,False
0,1,1,5,5,6,0,1,3,False
1,1,1,0,1,4,0,1,5,False
0,1,1,2,2,3,0,1,5,False
1,0,1,-1,1,3,0,1,-1,False
1,1,1,4,2,6,0,1,2,False
0,1,0,1,-1,6,0,1,-1,False
0,1,1,3,1,5,0,1,3,False
0,1,1,2,1,3,0,1,3,False
0,1,1,2,2,4,0,1,5,False
1,0,1,-1,1,3,0,1,-1,False
0,1,1,1,1,4,0,1,3,False
0,1,1,0,0,2,0,1,5,False
1,1,1,0,0,2,0,1,6,False
0,1,1,1,1,2,0,1,5,False
0,1,1,3,3,4,0,1,4,False
0,1,1,5,3,6,0,1,3,False
0,1,1,0,1,3,0,1,4,False
0,1,1,0,2,3,0,1,5,False
0,1,1,5,6,7,0,1,5,False
0,1,0,1,-1,2,0,1,-1,False
1,0,1,-1,0,2,0,0,-1,False
1,1,1,1,2,3,0,1,4,False
0,1,1,0,0,2,0,1,8,False
1,0,0,-1,-1,1,0,0,-1,False
1,1,1,5,6,8,0,1,3,False
0,1,1,3,1,6,0,1,3,False
0,0,1,-1,0,2,0,1,-1,False
1,1,1,0,6,7,0,1,4,False
0,1,1,6,6,7,0,1,4,False
1,1,1,0,7,8,0,1,3,False
0,1,1,0,2,4,0,1,4,False
1,0,1,-1,0,2,0,1,-1,False
0,0,1,-1,0,4,0,0,-1,False
0,1,1,0,0,2,0,1,3,False
0,1,1,3,6,7,0,1,4,False
0,1,1,1,4,5,0,1,5,False
0,1,1,3,3,5,0,1,5,False
1,1,1,0,4,6,0,1,5,False
0,1,1,5,0,6,0,1,3,False
0,0,1,-1,2,3,0,1,-1,False
1,1,1,0,0,1,0,1,6,False
1,1,1,0,5,6,0,1,5,False
0,1,0,0,-1,3,0,1,-1,False
1,1,1,5,0,7,0,1,4,False
0,1,1,8,9,10,0,1,6,False
1,1,1,11,11,14,0,1,3,False
0,1,1,4,4,5,0,1,3,False
1,1,0,0,-1,3,0,1,-1,False
0,1,1,0,2,3,0,1,3,False
1,1,1,8,7,9,0,1,3,False
0,1,1,0,1,3,0,1,3,False
1,1,1,0,0,4,0,1,3,False
0,0,1,-1,1,2,0,1,-1,False
0,1,1,0,0,1,0,1,3,False
0,0,1,-1,0,1,0,1,-1,False
0,1,1,0,1,3,0,1,3,False
0,1,1,5,3,7,0,1,3,False
1,1,1,0,0,3,0,1,4,False
0,1,1,1,1,4,0,1,5,False
0,1,1,4,5,7,0,1,3,False
0,1,1,5,1,7,0,1,3,False
0,1,1,5,5,6,0,1,3,False
1,1,1,16,4,17,0,1,4,False
0,1,1,0,0,1,0,1,3,False
1,0,1,-1,0,2,0,1,-1,False
1,1,1,2,1,4,0,1,3,False
1,1,1,0,1,2,0,1,3,False
0,1,1,8,7,10,0,1,3,False
1,1,1,7,7,8,0,1,5,False
0,1,1,3,3,8,0,1,3,False
0,1,1,0,1,5,0,1,3,False
1,1,1,0,1,2,0,0,5,False
0,1,1,2,1,3,0,1,4,False
0,0,1,-1,0,1,0,1,-1,False
1,1,1,5,7,8,0,1,1,False
1,1,1,4,4,5,0,1,5,False
1,1,1,0,1,2,0,1,5,False
1,1,1,0,3,4,0,1,4,False
0,1,1,0,5,6,0,1,3,False
0,0,1,-1,3,4,0,1,-1,False
0,1,1,0,0,1,0,1,3,False
0,1,1,3,2,6,0,1,5,False
0,0,0,-1,-1,2,0,0,-1,False
0,1,1,4,8,10,0,1,3,False
0,1,1,1,3,4,0,1,3,False
1,0,1,-1,2,3,0,0,-1,False
1,1,1,0,0,2,0,1,4,False
0,1,1,1,1,2,0,1,1,False
0,1,1,3,2,4,0,1,3,False
0,0,1,-1,0,1,0,1,-1,False
1,1,1,0,1,2,0,1,3,False
0,1,1,4,5,7,0,1,2,False
0,1,1,0,1,2,0,1,3,False
0,0,1,-1,3,4,0,1,-1,False
1,1,1,4,2,5,0,1,4,False
0,1,1,3,5,6,0,1,6,False
1,1,1,0,3,4,0,1,3,False
0,1,1,2,2,3,0,1,4,False
0,1,1,2,2,4,0,1,5,False
0,1,1,0,1,2,0,1,3,False
0,0,1,-1,2,3,0,1,-1,False
0,1,1,0,1,4,0,1,4,False
1,1,1,8,8,13,0,1,4,False
1,1,1,0,0,1,0,0,7,False
0,1,1,5,2,6,0,1,4,False
1,1,1,2,0,3,0,1,5,False
0,1,1,5,6,9,0,1,4,False
0,1,1,3,3,8,0,1,3,False
0,1,1,5,1,6,0,1,4,False
1,1,1,0,3,4,0,1,2,False
0,1,1,0,0,1,0,0,6,False
1,1,1,2,3,4,0,1,4,False
1,1,1,0,1,4,0,1,5,False
0,1,1,5,5,7,0,1,4,False
1,0,1,-1,0,2,0,1,-1,False
0,1,1,3,12,14,0,1,5,False
0,0,1,-1,0,2,0,1,-1,False
1,1,1,8,12,15,0,1,3,False
0,1,1,3,4,5,0,1,4,False
0,1,1,2,4,5,0,1,3,False
0,1,1,5,0,6,0,1,10,False
1,1,1,8,1,10,0,1,3,False
1,1,1,4,2,5,0,1,3,False
1,1,1,5,4,6,0,1,2,False
1,1,1,0,1,2,0,1,7,False
0,1,1,0,0,1,0,1,3,False
0,1,1,3,3,5,0,1,3,False
0,1,1,2,3,4,0,1,8,False
0,1,1,4,0,5,0,1,3,False
0,1,1,0,5,6,0,1,5,False
0,1,1,0,3,6,0,1,3,False
1,0,1,-1,0,1,0,1,-1,False
1,1,1,0,0,1,0,1,3,False
1,1,1,0,9,10,0,1,-1,False
0,1,1,1,1,3,0,1,3,False
0,1,1,0,3,5,0,1,4,False
1,1,1,3,1,6,0,1,3,False
0,1,1,0,1,2,0,1,4,False
0,1,1,0,0,3,0,1,6,False
0,1,1,0,1,6,0,1,5,False
1,1,1,0,2,3,0,1,4,False
1,1,1,4,3,6,0,1,3,False
0,1,1,4,10,11,0,1,5,False
0,1,1,2,2,4,0,1,5,False
1,1,1,0,4,5,0,1,3,False
0,1,1,5,1,6,0,1,-1,False
1,0,1,-1,0,1,0,1,-1,False
1,1,1,5,5,6,0,1,4,False
0,1,1,0,0,2,0,1,4,False
1,1,1,7,2,10,0,1,3,False
0,1,1,8,8,10,0,1,4,False
1,1,1,0,0,2,0,1,3,False
1,1,1,0,0,2,0,1,3,False
0,0,0,-1,-1,1,0,0,-1,False
1,0,1,-1,0,1,0,1,-1,False
0,1,1,1,1,2,0,1,6,False
1,1,1,0,0,3,0,1,3,False
1,1,1,3,2,4,0,1,4,False
1,1,1,2,2,3,0,1,4,False
1,1,1,0,2,6,0,1,3,False
1,1,1,11,8,12,0,1,4,False
0,1,1,0,1,2,0,1,-1,False
0,1,1,0,1,2,0,1,3,False
1,1,1,0,3,4,0,1,3,False
1,1,1,2,2,3,0,1,4,False
1,0,1,-1,0,2,0,0,-1,False
1,1,1,5,1,7,0,1,3,False
0,1,1,3,0,4,0,1,3,False
0,1,1,0,1,5,0,1,3,False
0,1,1,0,0,1,0,1,3,False
1,1,1,10,1,12,0,1,5,False
0,0,1,-1,1,5,0,1,-1,False
0,1,1,2,0,3,0,1,6,False
0,1,1,0,2,3,0,1,3,False
0,1,1,1,2,5,0,1,3,False
0,1,1,4,3,5,0,1,6,False
1,0,1,-1,1,7,0,1,-1,False
1,1,1,4,2,7,0,1,3,False
1,1,1,1,1,2,0,1,3,False
0,1,1,4,4,5,0,1,3,False
0,1,1,0,3,4,0,1,3,False
1,0,1,-1,0,5,0,1,-1,False
1,1,1,0,5,7,0,1,3,False
0,1,1,1,1,4,0,1,5,False
1,1,1,0,1,5,0,1,3,False
1,1,1,3,4,8,0,1,3,False
0,1,1,4,2,5,0,1,3,False
1,1,1,1,5,7,0,1,3,False
1,1,1,0,5,6,0,1,2,False
1,1,1,0,3,5,0,1,4,False
1,0,1,-1,3,5,0,1,-1,False
0,1,1,0,0,2,0,1,5,False
1,1,1,2,0,3,0,1,4,False
1,1,1,0,0,1,0,1,3,False
0,1,1,3,3,5,0,0,4,False
0,1,1,1,1,2,0,1,5,False
0,1,1,4,4,5,0,1,3,False
0,1,1,0,0,1,0,1,5,False
1,0,1,-1,1,2,0,1,-1,True
0,1,1,0,1,4,0,1,3,True
1,1,1,0,3,4,0,1,3,True
0,0,1,-1,3,5,0,1,-1,True
1,1,1,5,5,6,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,2,4,7,0,1,4,True
1,1,1,6,6,7,0,1,5,True
1,1,1,0,7,8,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,3,0,4,0,1,6,True
1,1,1,0,1,2,0,1,3,True
1,1,1,3,6,7,0,1,3,True
1,1,1,0,7,8,0,1,4,True
1,1,1,2,2,4,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
0,1,1,0,0,2,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,3,4,0,1,3,True
1,1,1,4,4,6,0,1,3,True
1,1,1,0,1,2,0,1,5,True
1,1,1,3,2,4,0,1,4,True
1,1,1,2,1,4,0,1,8,True
1,1,1,0,2,4,0,1,4,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,0,0,2,0,1,5,True
1,1,1,0,0,1,0,1,4,True
1,0,1,-1,0,3,0,1,-1,True
1,1,1,2,2,4,0,1,4,True
1,1,1,0,2,4,0,1,4,True
0,1,1,7,3,8,0,1,3,True
1,0,1,-1,8,9,0,1,-1,True
1,0,1,-1,0,1,0,0,-1,True
1,1,1,2,0,4,0,1,3,True
1,1,1,6,3,7,0,1,4,True
1,1,1,1,1,2,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,4,5,6,0,1,-1,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,1,2,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
0,1,1,3,3,4,0,1,4,True
1,1,1,0,0,1,0,0,6,True
0,1,1,0,4,5,0,1,2,True
0,1,1,1,1,3,0,1,4,True
1,1,1,0,4,5,0,1,3,True
1,1,1,0,0,1,0,1,9,True
1,1,1,0,0,1,0,1,8,True
1,1,1,0,4,9,0,1,5,True
1,1,1,1,0,3,0,1,4,True
0,1,1,0,0,4,0,1,10,True
1,1,1,3,3,4,0,1,4,True
1,1,1,0,2,3,0,1,4,True
1,1,1,9,10,13,0,1,2,True
1,1,1,0,1,2,0,1,-1,True
1,1,1,0,0,5,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,4,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,3,3,4,0,1,3,True
1,1,1,3,2,4,0,1,5,True
1,1,1,0,7,8,0,1,3,True
1,1,1,7,7,8,0,1,3,True
1,1,1,4,4,5,0,1,4,True
0,1,1,0,1,2,0,1,4,True
0,1,1,1,2,4,0,1,3,True
1,1,1,0,0,5,0,1,4,True
0,1,1,6,1,9,0,1,3,True
1,1,1,2,0,3,0,1,7,True
1,1,1,2,3,4,0,1,3,True
1,1,1,0,0,2,0,1,4,True
1,1,1,2,2,3,0,1,5,True
1,1,1,0,1,4,0,1,8,True
1,1,1,0,4,5,0,1,2,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,0,3,0,1,4,True
1,1,1,0,1,2,0,1,5,True
0,1,1,0,3,4,0,1,3,True
1,1,1,0,2,6,0,1,4,True
1,1,1,5,5,7,0,1,3,True
1,1,1,2,2,3,0,1,2,True
1,1,1,2,1,6,0,1,4,True
0,1,1,0,2,3,0,1,3,True
1,1,1,1,0,2,0,1,4,True
1,1,1,0,0,1,0,1,-1,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,1,1,2,0,1,4,True
1,1,1,0,3,4,0,1,3,True
1,1,1,0,1,4,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,1,2,3,0,1,3,True
0,1,1,1,3,4,0,1,-1,True
0,1,1,3,3,4,0,1,6,True
1,1,1,8,0,9,0,1,3,True
1,1,1,1,1,2,0,1,5,True
1,1,1,2,1,3,0,1,3,True
1,1,1,2,2,3,0,1,4,True
1,1,1,4,2,5,0,1,5,True
1,1,1,0,0,4,0,1,4,True
1,1,1,3,1,4,0,1,3,True
0,1,1,2,1,7,0,1,3,True
1,1,0,0,-1,2,0,1,-1,True
1,1,1,0,3,4,0,1,4,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,1,2,0,1,4,True
1,1,1,1,1,2,0,1,5,True
1,1,1,0,3,4,0,1,-1,True
1,1,1,3,5,7,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,3,4,0,1,4,True
1,1,1,4,0,5,0,1,4,True
0,1,1,0,4,5,0,1,4,True
1,1,1,0,1,2,0,1,6,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
1,1,1,0,1,7,0,1,3,True
0,0,1,-1,2,3,0,1,-1,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,1,4,0,1,3,True
1,1,1,5,0,7,0,1,4,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,0,2,0,1,4,True
1,1,1,11,11,13,0,1,5,True
1,1,1,8,9,10,0,1,3,True
1,1,1,2,3,4,0,1,4,True
0,1,1,0,1,2,0,1,4,True
1,1,1,5,5,6,0,1,3,True
1,1,1,2,0,3,0,1,4,True
1,1,1,2,1,3,0,1,4,True
1,1,1,3,3,4,0,1,6,True
1,1,1,0,2,3,0,1,4,True
0,1,1,1,1,2,0,1,4,True
1,1,1,4,4,5,0,1,4,True
1,0,1,-1,2,3,0,1,-1,True
1,0,1,-1,0,3,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
1,1,1,8,1,9,0,1,3,True
1,1,1,9,9,10,0,1,3,True
1,1,1,0,0,3,0,1,4,True
1,1,1,0,6,7,0,1,3,True
1,1,1,0,3,4,0,1,4,True
1,1,1,3,2,4,0,1,5,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,2,0,5,0,1,3,True
0,1,1,0,1,5,0,1,4,True
1,1,1,0,0,5,0,1,5,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,3,2,4,0,1,4,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,1,1,5,1,7,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,1,1,3,0,1,6,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,1,4,0,1,3,True
1,1,1,0,0,2,0,1,3,True
0,1,1,1,1,2,0,1,6,True
1,1,1,1,4,5,0,1,3,True
1,1,1,2,2,3,0,1,3,True
0,1,1,0,0,1,0,1,6,True
0,1,1,0,2,3,0,1,4,True
0,1,1,1,2,4,0,1,4,True
1,1,1,0,0,5,0,1,5,True
0,1,1,0,1,3,0,1,6,True
1,1,1,0,4,8,0,1,3,True
1,0,1,-1,0,1,0,0,-1,True
1,1,1,0,2,3,0,1,4,True
1,0,1,-1,1,4,0,1,-1,True
1,1,1,0,0,5,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,1,1,2,5,7,0,1,2,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,0,3,0,1,3,True
1,1,1,0,0,4,0,1,3,True
1,1,1,5,5,6,0,1,3,True
0,1,1,0,0,3,0,1,4,True
1,1,1,0,0,4,0,1,3,True
1,1,1,1,0,3,0,1,3,True
1,0,1,-1,2,5,0,1,-1,True
0,1,1,2,2,3,0,1,4,True
1,0,1,-1,1,2,0,1,-1,True
0,1,1,15,9,18,0,1,3,True
1,1,1,0,2,6,0,1,5,True
1,1,1,0,2,3,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,8,7,10,0,1,5,True
1,1,1,1,4,6,0,1,3,True
1,1,1,2,3,4,0,1,3,True
1,1,1,1,2,4,0,1,4,True
1,1,1,0,0,3,0,1,4,True
0,1,1,1,2,4,0,1,3,True
0,1,1,1,2,3,0,1,3,True
0,1,1,0,1,2,0,1,3,True
1,1,1,0,0,3,0,1,4,True
1,1,1,0,1,7,0,1,3,True
0,0,1,-1,1,3,0,1,-1,True
1,0,1,-1,0,1,0,1,-1,True
1,0,1,-1,6,7,0,1,-1,True
1,1,1,2,3,4,0,1,3,True
0,1,1,0,0,2,0,1,9,True
1,1,1,9,6,10,0,1,3,True
0,1,1,0,1,4,0,1,3,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,3,4,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,1,1,0,3,4,0,1,4,True
1,1,1,2,2,3,0,1,7,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,0,0,2,0,1,3,True
1,1,1,8,9,10,0,1,3,True
1,1,1,0,3,4,0,1,4,True
0,1,1,15,12,16,0,1,3,True
1,0,1,-1,5,6,0,1,-1,True
1,1,1,2,0,4,0,1,3,True
1,1,1,0,4,5,0,1,5,True
0,1,1,1,2,3,0,1,-1,True
1,1,1,3,0,5,0,1,4,True
0,1,1,2,4,5,0,1,3,True
1,1,1,2,0,3,0,1,9,True
1,1,1,2,2,4,0,1,5,True
1,1,1,4,2,5,0,1,3,True
1,1,1,2,1,3,0,1,3,True
1,1,1,0,4,5,0,1,4,True
1,1,1,3,3,4,0,1,5,True
1,1,1,0,0,2,0,1,3,True
1,1,1,1,1,4,0,1,4,True
1,1,1,2,3,4,0,1,3,True
1,1,1,2,4,5,0,1,2,True
1,1,1,0,0,1,0,1,9,True
1,1,1,0,2,3,0,1,5,True
1,1,1,3,3,4,0,1,7,True
1,1,1,1,0,5,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,3,4,5,0,1,3,True
1,1,1,0,1,2,0,1,6,True
1,1,1,0,1,2,0,1,3,True
1,0,1,-1,0,3,0,1,-1,True
0,1,1,0,6,8,0,1,4,True
1,0,1,-1,2,3,0,0,-1,True
1,1,1,0,0,3,0,1,3,True
1,1,1,6,7,8,0,1,3,True
1,1,1,7,4,8,0,1,5,True
0,1,1,0,1,5,0,1,3,True
1,1,1,8,0,9,0,1,3,True
1,1,1,0,4,5,0,1,4,True
0,1,1,0,1,2,0,1,4,True
1,1,1,2,0,4,0,1,4,True
0,1,1,4,2,5,0,1,5,True
1,1,1,0,1,2,0,1,4,True
1,1,1,1,1,3,0,1,6,True
1,1,1,7,6,9,0,1,3,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,7,8,0,1,4,True
1,1,1,4,0,5,0,1,3,True
1,1,1,0,0,3,0,0,3,True
1,1,1,2,2,4,0,1,4,True
1,1,1,3,2,4,0,1,3,True
0,1,1,0,0,7,0,1,3,True
1,1,1,8,6,9,0,1,3,True
1,1,1,0,0,3,0,1,3,True
1,1,1,0,3,4,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,0,1,-1,0,5,0,1,-1,True
1,1,1,2,2,6,0,1,4,True
1,0,1,-1,1,2,0,1,-1,True
0,1,1,1,2,3,0,1,3,True
1,1,1,1,0,3,0,1,4,True
1,1,1,2,2,3,0,1,6,True
1,1,1,0,0,2,0,1,5,True
1,1,1,0,0,2,0,1,3,True
1,1,1,5,1,6,0,1,-1,True
1,1,1,4,1,5,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,1,1,2,3,4,0,1,4,True
1,1,1,0,1,3,0,1,3,True
0,1,1,0,3,6,0,1,3,True
1,1,1,0,0,1,0,1,4,True
0,1,1,6,2,7,0,1,3,True
1,0,1,-1,0,5,0,0,-1,True
0,1,1,0,5,6,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,0,1,-1,0,3,0,1,-1,True
0,1,1,0,1,2,0,1,4,True
1,1,1,3,3,4,0,1,3,True
0,1,1,2,0,3,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,1,2,0,1,5,True
1,1,1,0,3,4,0,1,4,True
1,1,1,0,3,5,0,1,3,True
1,1,1,2,1,3,0,1,4,True
1,1,1,2,2,3,0,1,5,True
0,1,1,0,2,3,0,1,3,True
1,1,1,1,0,2,0,1,3,True
1,1,1,9,0,11,0,1,3,True
1,1,1,7,0,8,0,1,5,True
1,1,1,0,4,5,0,1,2,True
1,1,1,0,0,2,0,0,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,2,0,3,0,1,4,True
1,1,1,0,3,4,0,1,6,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,4,5,0,1,-1,True
1,1,1,0,1,5,0,1,5,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,2,3,0,1,4,True
1,1,1,0,0,2,0,0,6,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,1,2,0,1,3,True
0,1,1,3,3,4,0,1,3,True
1,1,1,0,0,7,0,1,4,True
1,1,1,0,0,2,0,1,4,True
1,1,1,4,6,7,0,1,3,True
0,1,1,0,1,2,0,1,5,True
1,1,1,0,1,2,0,1,4,True
1,1,1,5,0,6,0,1,4,True
1,1,1,5,2,6,0,1,5,True
0,1,1,2,2,4,0,1,3,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,0,1,0,1,5,True
1,1,1,7,5,8,0,1,3,True
1,1,1,2,1,4,0,1,3,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,16,17,19,0,1,3,True
0,1,1,6,6,7,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,1,2,0,1,3,True
1,1,1,3,3,4,0,1,9,True
1,1,1,2,6,7,0,1,3,True
1,1,1,3,3,4,0,1,3,True
1,0,1,-1,1,3,0,1,-1,True
0,1,1,1,1,2,0,1,3,True
1,1,1,5,5,6,0,1,4,True
1,1,1,4,6,7,0,1,3,True
1,1,1,2,1,5,0,1,2,True
1,1,1,4,0,5,0,1,3,True
1,1,1,5,5,6,0,1,3,True
1,1,1,2,1,3,0,1,4,True
1,1,1,0,1,2,0,0,3,True
0,1,1,2,1,3,0,1,4,True
1,1,1,0,1,8,0,1,5,True
1,0,1,-1,1,3,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,0,1,9,0,1,4,True
1,1,1,0,0,1,0,1,8,True
1,1,1,0,3,4,0,1,3,True
1,1,1,7,6,8,0,1,4,True
1,1,1,5,5,6,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,4,5,6,0,1,3,True
1,1,1,4,5,6,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,3,4,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,0,4,0,1,3,True
0,1,1,0,0,3,0,1,3,True
1,1,1,0,4,5,0,1,2,True
0,0,1,-1,1,3,0,1,-1,True
1,1,1,0,2,3,0,1,4,True
1,1,1,3,2,5,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,5,2,7,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,1,5,5,6,0,1,3,True
0,1,1,0,0,4,0,1,6,True
0,1,1,0,0,3,0,1,4,True
1,1,1,0,4,5,0,1,-1,True
1,1,1,0,5,7,0,1,6,True
1,1,1,8,4,9,0,1,5,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,0,1,0,1,3,True
0,1,1,1,1,2,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,1,2,4,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,1,3,0,1,6,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,2,4,6,0,1,4,True
1,1,1,0,2,3,0,1,5,True
1,1,1,3,1,5,0,1,4,True
1,1,1,2,0,3,0,1,3,True
1,1,1,1,1,2,0,1,5,True
1,1,1,2,2,3,0,1,4,True
1,1,1,6,6,7,0,1,3,True
1,1,1,2,2,3,0,1,5,True
1,0,1,-1,0,2,0,1,-1,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,6,4,7,0,1,4,True
0,1,1,2,2,3,0,1,2,True
1,1,1,0,1,3,0,1,3,True
1,1,1,2,1,3,0,1,6,True
0,1,1,0,0,2,0,1,4,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,5,7,10,0,1,6,True
0,1,1,0,1,5,0,1,4,True
1,1,1,0,1,2,0,1,5,True
1,1,1,0,0,1,0,1,5,True
1,1,1,4,4,5,0,1,3,True
1,1,1,0,3,5,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,5,5,6,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,1,1,5,3,6,0,1,3,True
1,1,1,0,0,1,0,1,3,True
0,1,1,0,4,5,0,1,3,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,2,2,4,0,1,3,True
1,1,1,5,5,7,0,1,4,True
1,1,1,0,14,16,0,1,2,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,2,3,0,1,5,True
1,1,1,8,9,11,0,1,3,True
1,1,1,3,5,7,0,1,3,True
1,1,1,3,0,4,0,1,6,True
1,1,1,0,0,1,0,1,3,True
1,1,1,4,6,7,0,1,3,True
1,1,1,2,1,3,0,1,5,True
1,1,1,5,7,8,0,1,3,True
1,1,1,7,5,8,0,1,3,True
1,1,1,2,0,3,0,1,3,True
0,1,1,2,4,5,0,1,4,True
0,1,1,0,0,3,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,1,1,2,0,1,4,True
1,1,1,4,1,5,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,5,7,8,0,1,4,True
1,1,1,5,5,6,0,1,4,True
1,1,1,13,9,17,0,1,4,True
1,0,1,-1,0,2,0,1,-1,True
0,1,1,1,0,4,0,1,4,True
1,1,1,0,2,3,0,1,4,True
0,1,1,1,1,2,0,1,3,True
0,1,1,3,2,4,0,1,5,True
1,1,1,3,3,4,0,1,3,True
1,1,1,2,10,11,0,1,3,True
1,1,1,0,3,4,0,1,4,True
1,1,1,0,3,5,0,1,5,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,2,4,0,1,5,True
1,1,1,0,1,3,0,1,4,True
0,0,1,-1,0,1,0,1,-1,True
1,1,1,0,1,7,0,1,5,True
1,1,1,1,2,5,0,1,3,True
1,1,1,1,3,4,0,1,4,True
1,1,1,2,1,4,0,1,5,True
1,1,1,3,3,4,0,1,3,True
0,1,1,1,3,4,0,1,4,True
1,1,1,1,6,7,0,1,4,True
1,1,1,1,3,4,0,1,-1,True
0,1,1,0,1,2,0,1,5,True
0,1,1,0,1,2,0,1,3,True
0,1,1,0,1,3,0,1,3,True
1,1,1,1,0,3,0,1,4,True
0,1,1,5,4,6,0,1,2,True
1,1,1,4,4,6,0,1,4,True
1,1,1,2,1,4,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,6,7,0,1,4,True
